repo,issue_number,primary_gesture,tier,matched_raw,url,state
LemmyNet/jerboa,2142,none,none,,https://github.com/LemmyNet/jerboa/issues/2142,open
LemmyNet/jerboa,2143,none,none,,https://github.com/LemmyNet/jerboa/issues/2143,open
LemmyNet/jerboa,2135,none,none,,https://github.com/LemmyNet/jerboa/issues/2135,open
LemmyNet/jerboa,2050,none,none,,https://github.com/LemmyNet/jerboa/issues/2050,closed
LemmyNet/jerboa,1711,scroll,simple,scroll,https://github.com/LemmyNet/jerboa/issues/1711,open
LemmyNet/jerboa,2040,scroll,simple,scroll,https://github.com/LemmyNet/jerboa/issues/2040,closed
LemmyNet/jerboa,1991,scroll,simple,scroll,https://github.com/LemmyNet/jerboa/issues/1991,open
LemmyNet/jerboa,1934,none,none,,https://github.com/LemmyNet/jerboa/issues/1934,closed
LemmyNet/jerboa,1935,none,none,,https://github.com/LemmyNet/jerboa/issues/1935,closed
LemmyNet/jerboa,1884,none,none,,https://github.com/LemmyNet/jerboa/issues/1884,closed
LemmyNet/jerboa,1870,none,none,,https://github.com/LemmyNet/jerboa/issues/1870,closed
LemmyNet/jerboa,1849,scroll,simple,scroll,https://github.com/LemmyNet/jerboa/issues/1849,closed
LemmyNet/jerboa,1866,none,none,,https://github.com/LemmyNet/jerboa/issues/1866,open
LemmyNet/jerboa,1757,none,none,,https://github.com/LemmyNet/jerboa/issues/1757,closed
LemmyNet/jerboa,1766,none,none,,https://github.com/LemmyNet/jerboa/issues/1766,closed
AndBible/and-bible,3572,scroll,simple,scroll,https://github.com/AndBible/and-bible/issues/3572,open
AndBible/and-bible,3823,none,none,,https://github.com/AndBible/and-bible/issues/3823,closed
AndBible/and-bible,3749,none,none,,https://github.com/AndBible/and-bible/issues/3749,open
AndBible/and-bible,3821,none,none,,https://github.com/AndBible/and-bible/issues/3821,closed
AndBible/and-bible,2747,none,none,,https://github.com/AndBible/and-bible/issues/2747,open
AndBible/and-bible,3818,none,none,,https://github.com/AndBible/and-bible/issues/3818,open
AndBible/and-bible,3801,none,none,,https://github.com/AndBible/and-bible/issues/3801,open
AndBible/and-bible,3809,none,none,,https://github.com/AndBible/and-bible/issues/3809,open
AndBible/and-bible,1765,none,none,,https://github.com/AndBible/and-bible/issues/1765,closed
AndBible/and-bible,3735,none,none,,https://github.com/AndBible/and-bible/issues/3735,closed
AndBible/and-bible,3797,none,none,,https://github.com/AndBible/and-bible/issues/3797,closed
AndBible/and-bible,3800,none,none,,https://github.com/AndBible/and-bible/issues/3800,closed
AndBible/and-bible,3789,none,none,,https://github.com/AndBible/and-bible/issues/3789,closed
AndBible/and-bible,3059,none,none,,https://github.com/AndBible/and-bible/issues/3059,closed
AndBible/and-bible,3057,none,none,,https://github.com/AndBible/and-bible/issues/3057,closed
kylecorry31/Trail-Sense,3810,orientation,simple,orientation,https://github.com/kylecorry31/Trail-Sense/issues/3810,open
kylecorry31/Trail-Sense,3838,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3838,closed
kylecorry31/Trail-Sense,2930,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/2930,open
kylecorry31/Trail-Sense,3244,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3244,open
kylecorry31/Trail-Sense,3559,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3559,open
kylecorry31/Trail-Sense,3819,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3819,closed
kylecorry31/Trail-Sense,3815,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3815,closed
kylecorry31/Trail-Sense,3814,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3814,closed
kylecorry31/Trail-Sense,3803,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3803,closed
kylecorry31/Trail-Sense,3042,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3042,closed
kylecorry31/Trail-Sense,3783,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3783,closed
kylecorry31/Trail-Sense,3680,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3680,closed
kylecorry31/Trail-Sense,3757,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3757,open
kylecorry31/Trail-Sense,3763,pinch_zoom,complex,pinch_zoom,https://github.com/kylecorry31/Trail-Sense/issues/3763,closed
kylecorry31/Trail-Sense,3725,none,none,,https://github.com/kylecorry31/Trail-Sense/issues/3725,closed
zzjcode-com/Quickly-Use-Jetpack-Compose,122,none,none,,https://github.com/zzjcode-com/Quickly-Use-Jetpack-Compose/issues/122,closed
zzjcode-com/Quickly-Use-Jetpack-Compose,98,none,none,,https://github.com/zzjcode-com/Quickly-Use-Jetpack-Compose/issues/98,closed
zzjcode-com/Quickly-Use-Jetpack-Compose,48,none,none,,https://github.com/zzjcode-com/Quickly-Use-Jetpack-Compose/issues/48,closed
skydoves/Cloudy,7,scroll,simple,scroll,https://github.com/skydoves/Cloudy/issues/7,closed
N-Zik-Group/N-Zik,601,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/601,open
N-Zik-Group/N-Zik,586,scroll,simple,scroll,https://github.com/N-Zik-Group/N-Zik/issues/586,open
N-Zik-Group/N-Zik,517,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/517,closed
N-Zik-Group/N-Zik,587,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/587,open
N-Zik-Group/N-Zik,492,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/492,closed
N-Zik-Group/N-Zik,529,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/529,closed
N-Zik-Group/N-Zik,505,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/505,closed
N-Zik-Group/N-Zik,540,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/540,closed
N-Zik-Group/N-Zik,543,orientation,simple,orientation,https://github.com/N-Zik-Group/N-Zik/issues/543,closed
N-Zik-Group/N-Zik,545,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/545,closed
N-Zik-Group/N-Zik,158,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/158,closed
N-Zik-Group/N-Zik,530,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/530,closed
N-Zik-Group/N-Zik,283,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/283,closed
N-Zik-Group/N-Zik,147,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/147,closed
N-Zik-Group/N-Zik,499,none,none,,https://github.com/N-Zik-Group/N-Zik/issues/499,closed
streetcomplete/StreetComplete,6753,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6753,open
streetcomplete/StreetComplete,5942,none,none,,https://github.com/streetcomplete/StreetComplete/issues/5942,closed
streetcomplete/StreetComplete,6831,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6831,closed
streetcomplete/StreetComplete,6778,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6778,open
streetcomplete/StreetComplete,6874,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6874,closed
streetcomplete/StreetComplete,6886,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6886,closed
streetcomplete/StreetComplete,6813,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6813,open
streetcomplete/StreetComplete,5561,none,none,,https://github.com/streetcomplete/StreetComplete/issues/5561,open
streetcomplete/StreetComplete,6871,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6871,closed
streetcomplete/StreetComplete,6861,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6861,closed
streetcomplete/StreetComplete,6853,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6853,closed
streetcomplete/StreetComplete,5676,none,none,,https://github.com/streetcomplete/StreetComplete/issues/5676,closed
streetcomplete/StreetComplete,6827,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6827,open
streetcomplete/StreetComplete,6648,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6648,open
streetcomplete/StreetComplete,6771,none,none,,https://github.com/streetcomplete/StreetComplete/issues/6771,closed
etchdroid/etchdroid,423,none,none,,https://github.com/etchdroid/etchdroid/issues/423,open
etchdroid/etchdroid,212,none,none,,https://github.com/etchdroid/etchdroid/issues/212,closed
etchdroid/etchdroid,419,none,none,,https://github.com/etchdroid/etchdroid/issues/419,open
etchdroid/etchdroid,117,none,none,,https://github.com/etchdroid/etchdroid/issues/117,closed
etchdroid/etchdroid,278,none,none,,https://github.com/etchdroid/etchdroid/issues/278,open
etchdroid/etchdroid,185,none,none,,https://github.com/etchdroid/etchdroid/issues/185,open
etchdroid/etchdroid,50,none,none,,https://github.com/etchdroid/etchdroid/issues/50,closed
etchdroid/etchdroid,22,none,none,,https://github.com/etchdroid/etchdroid/issues/22,closed
etchdroid/etchdroid,37,none,none,,https://github.com/etchdroid/etchdroid/issues/37,closed
etchdroid/etchdroid,209,none,none,,https://github.com/etchdroid/etchdroid/issues/209,closed
etchdroid/etchdroid,216,none,none,,https://github.com/etchdroid/etchdroid/issues/216,closed
etchdroid/etchdroid,218,orientation,simple,orientation,https://github.com/etchdroid/etchdroid/issues/218,closed
etchdroid/etchdroid,10,none,none,,https://github.com/etchdroid/etchdroid/issues/10,closed
etchdroid/etchdroid,9,none,none,,https://github.com/etchdroid/etchdroid/issues/9,closed
etchdroid/etchdroid,55,none,none,,https://github.com/etchdroid/etchdroid/issues/55,closed
Futsch1/medTimer,1494,none,none,,https://github.com/Futsch1/medTimer/issues/1494,open
Futsch1/medTimer,1487,none,none,,https://github.com/Futsch1/medTimer/issues/1487,closed
Futsch1/medTimer,1480,none,none,,https://github.com/Futsch1/medTimer/issues/1480,closed
Futsch1/medTimer,1482,none,none,,https://github.com/Futsch1/medTimer/issues/1482,closed
Futsch1/medTimer,1287,scroll,simple,scroll,https://github.com/Futsch1/medTimer/issues/1287,closed
Futsch1/medTimer,1241,none,none,,https://github.com/Futsch1/medTimer/issues/1241,closed
Futsch1/medTimer,1400,scroll,simple,scroll,https://github.com/Futsch1/medTimer/issues/1400,closed
Futsch1/medTimer,1469,scroll,simple,scroll,https://github.com/Futsch1/medTimer/issues/1469,open
Futsch1/medTimer,1427,none,none,,https://github.com/Futsch1/medTimer/issues/1427,closed
Futsch1/medTimer,1417,none,none,,https://github.com/Futsch1/medTimer/issues/1417,closed
Futsch1/medTimer,1389,none,none,,https://github.com/Futsch1/medTimer/issues/1389,closed
Futsch1/medTimer,1418,none,none,,https://github.com/Futsch1/medTimer/issues/1418,open
Futsch1/medTimer,1399,none,none,,https://github.com/Futsch1/medTimer/issues/1399,closed
Futsch1/medTimer,1401,scroll,simple,scroll,https://github.com/Futsch1/medTimer/issues/1401,closed
Futsch1/medTimer,1397,none,none,,https://github.com/Futsch1/medTimer/issues/1397,closed
PranshulGG/WeatherMaster,746,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/746,closed
PranshulGG/WeatherMaster,917,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/917,closed
PranshulGG/WeatherMaster,924,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/924,closed
PranshulGG/WeatherMaster,915,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/915,open
PranshulGG/WeatherMaster,911,long_press,simple,long_press,https://github.com/PranshulGG/WeatherMaster/issues/911,closed
PranshulGG/WeatherMaster,897,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/897,closed
PranshulGG/WeatherMaster,889,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/889,closed
PranshulGG/WeatherMaster,890,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/890,closed
PranshulGG/WeatherMaster,872,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/872,closed
PranshulGG/WeatherMaster,887,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/887,closed
PranshulGG/WeatherMaster,870,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/870,closed
PranshulGG/WeatherMaster,882,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/882,closed
PranshulGG/WeatherMaster,836,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/836,closed
PranshulGG/WeatherMaster,822,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/822,closed
PranshulGG/WeatherMaster,771,none,none,,https://github.com/PranshulGG/WeatherMaster/issues/771,closed
oppia/oppia-android,6291,none,none,,https://github.com/oppia/oppia-android/issues/6291,open
oppia/oppia-android,5039,none,none,,https://github.com/oppia/oppia-android/issues/5039,closed
oppia/oppia-android,6186,none,none,,https://github.com/oppia/oppia-android/issues/6186,closed
oppia/oppia-android,4106,none,none,,https://github.com/oppia/oppia-android/issues/4106,open
oppia/oppia-android,6249,swipe,simple,swipe|double_tap,https://github.com/oppia/oppia-android/issues/6249,open
oppia/oppia-android,6197,none,none,,https://github.com/oppia/oppia-android/issues/6197,open
oppia/oppia-android,4235,double_tap,simple,double_tap,https://github.com/oppia/oppia-android/issues/4235,open
oppia/oppia-android,5995,none,none,,https://github.com/oppia/oppia-android/issues/5995,open
oppia/oppia-android,6146,none,none,,https://github.com/oppia/oppia-android/issues/6146,closed
oppia/oppia-android,5809,none,none,,https://github.com/oppia/oppia-android/issues/5809,open
oppia/oppia-android,5650,none,none,,https://github.com/oppia/oppia-android/issues/5650,open
oppia/oppia-android,5035,none,none,,https://github.com/oppia/oppia-android/issues/5035,open
oppia/oppia-android,6250,none,none,,https://github.com/oppia/oppia-android/issues/6250,open
oppia/oppia-android,6210,none,none,,https://github.com/oppia/oppia-android/issues/6210,closed
oppia/oppia-android,5785,none,none,,https://github.com/oppia/oppia-android/issues/5785,closed
Drjacky/claude-android-ninja,3,none,none,,https://github.com/Drjacky/claude-android-ninja/issues/3,closed
recloudstream/cloudstream,2954,none,none,,https://github.com/recloudstream/cloudstream/issues/2954,open
recloudstream/cloudstream,2927,none,none,,https://github.com/recloudstream/cloudstream/issues/2927,open
recloudstream/cloudstream,2951,none,none,,https://github.com/recloudstream/cloudstream/issues/2951,open
recloudstream/cloudstream,2945,swipe,simple,swipe,https://github.com/recloudstream/cloudstream/issues/2945,closed
recloudstream/cloudstream,2944,none,none,,https://github.com/recloudstream/cloudstream/issues/2944,closed
recloudstream/cloudstream,2823,swipe_region,complex,swipe_region|double_tap,https://github.com/recloudstream/cloudstream/issues/2823,open
recloudstream/cloudstream,2937,none,none,,https://github.com/recloudstream/cloudstream/issues/2937,closed
recloudstream/cloudstream,2920,none,none,,https://github.com/recloudstream/cloudstream/issues/2920,open
recloudstream/cloudstream,2135,none,none,,https://github.com/recloudstream/cloudstream/issues/2135,closed
recloudstream/cloudstream,2865,none,none,,https://github.com/recloudstream/cloudstream/issues/2865,open
recloudstream/cloudstream,2869,none,none,,https://github.com/recloudstream/cloudstream/issues/2869,open
recloudstream/cloudstream,2911,none,none,,https://github.com/recloudstream/cloudstream/issues/2911,closed
recloudstream/cloudstream,2918,none,none,,https://github.com/recloudstream/cloudstream/issues/2918,closed
recloudstream/cloudstream,2921,none,none,,https://github.com/recloudstream/cloudstream/issues/2921,open
recloudstream/cloudstream,2913,none,none,,https://github.com/recloudstream/cloudstream/issues/2913,closed
kitsumed/ShizuCallRecorder,41,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/41,open
kitsumed/ShizuCallRecorder,45,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/45,closed
kitsumed/ShizuCallRecorder,43,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/43,open
kitsumed/ShizuCallRecorder,44,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/44,open
kitsumed/ShizuCallRecorder,35,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/35,closed
kitsumed/ShizuCallRecorder,30,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/30,closed
kitsumed/ShizuCallRecorder,29,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/29,closed
kitsumed/ShizuCallRecorder,24,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/24,closed
kitsumed/ShizuCallRecorder,16,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/16,closed
kitsumed/ShizuCallRecorder,13,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/13,open
kitsumed/ShizuCallRecorder,11,none,none,,https://github.com/kitsumed/ShizuCallRecorder/issues/11,closed
Fabi019/hid-barcode-scanner,486,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/486,closed
Fabi019/hid-barcode-scanner,407,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/407,closed
Fabi019/hid-barcode-scanner,460,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/460,closed
Fabi019/hid-barcode-scanner,434,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/434,closed
Fabi019/hid-barcode-scanner,393,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/393,closed
Fabi019/hid-barcode-scanner,395,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/395,closed
Fabi019/hid-barcode-scanner,391,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/391,closed
Fabi019/hid-barcode-scanner,385,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/385,closed
Fabi019/hid-barcode-scanner,214,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/214,closed
Fabi019/hid-barcode-scanner,186,none,none,,https://github.com/Fabi019/hid-barcode-scanner/issues/186,closed
anthonycr/Lightning-Browser,89,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/89,closed
anthonycr/Lightning-Browser,285,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/285,open
anthonycr/Lightning-Browser,598,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/598,open
anthonycr/Lightning-Browser,599,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/599,open
anthonycr/Lightning-Browser,274,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/274,open
anthonycr/Lightning-Browser,127,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/127,closed
anthonycr/Lightning-Browser,81,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/81,closed
anthonycr/Lightning-Browser,123,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/123,open
anthonycr/Lightning-Browser,129,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/129,open
anthonycr/Lightning-Browser,94,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/94,closed
anthonycr/Lightning-Browser,67,none,none,,https://github.com/anthonycr/Lightning-Browser/issues/67,open
anthonycr/Lightning-Browser,102,long_press,simple,long_press,https://github.com/anthonycr/Lightning-Browser/issues/102,open
rikkahub/rikkahub,1390,none,none,,https://github.com/rikkahub/rikkahub/issues/1390,open
rikkahub/rikkahub,1397,none,none,,https://github.com/rikkahub/rikkahub/issues/1397,open
rikkahub/rikkahub,1395,none,none,,https://github.com/rikkahub/rikkahub/issues/1395,open
rikkahub/rikkahub,1394,none,none,,https://github.com/rikkahub/rikkahub/issues/1394,closed
rikkahub/rikkahub,1385,none,none,,https://github.com/rikkahub/rikkahub/issues/1385,closed
rikkahub/rikkahub,1393,none,none,,https://github.com/rikkahub/rikkahub/issues/1393,open
rikkahub/rikkahub,1392,none,none,,https://github.com/rikkahub/rikkahub/issues/1392,open
rikkahub/rikkahub,1389,none,none,,https://github.com/rikkahub/rikkahub/issues/1389,open
rikkahub/rikkahub,1377,none,none,,https://github.com/rikkahub/rikkahub/issues/1377,closed
rikkahub/rikkahub,1350,none,none,,https://github.com/rikkahub/rikkahub/issues/1350,open
rikkahub/rikkahub,1345,none,none,,https://github.com/rikkahub/rikkahub/issues/1345,closed
rikkahub/rikkahub,1363,none,none,,https://github.com/rikkahub/rikkahub/issues/1363,closed
rikkahub/rikkahub,1274,none,none,,https://github.com/rikkahub/rikkahub/issues/1274,open
rikkahub/rikkahub,1373,none,none,,https://github.com/rikkahub/rikkahub/issues/1373,open
rikkahub/rikkahub,1295,none,none,,https://github.com/rikkahub/rikkahub/issues/1295,open
tasks/tasks,1808,none,none,,https://github.com/tasks/tasks/issues/1808,closed
tasks/tasks,1607,none,none,,https://github.com/tasks/tasks/issues/1607,closed
tasks/tasks,1126,none,none,,https://github.com/tasks/tasks/issues/1126,closed
tasks/tasks,1534,none,none,,https://github.com/tasks/tasks/issues/1534,closed
tasks/tasks,1634,none,none,,https://github.com/tasks/tasks/issues/1634,open
tasks/tasks,987,none,none,,https://github.com/tasks/tasks/issues/987,open
tasks/tasks,1289,none,none,,https://github.com/tasks/tasks/issues/1289,closed
tasks/tasks,1871,none,none,,https://github.com/tasks/tasks/issues/1871,closed
tasks/tasks,1485,none,none,,https://github.com/tasks/tasks/issues/1485,closed
tasks/tasks,525,none,none,,https://github.com/tasks/tasks/issues/525,closed
tasks/tasks,1210,none,none,,https://github.com/tasks/tasks/issues/1210,closed
tasks/tasks,859,none,none,,https://github.com/tasks/tasks/issues/859,open
tasks/tasks,1643,none,none,,https://github.com/tasks/tasks/issues/1643,open
tasks/tasks,1261,none,none,,https://github.com/tasks/tasks/issues/1261,open
tasks/tasks,1638,none,none,,https://github.com/tasks/tasks/issues/1638,open
wxxsfxyzm/InstallerX-Revived,724,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/724,open
wxxsfxyzm/InstallerX-Revived,723,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/723,open
wxxsfxyzm/InstallerX-Revived,711,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/711,open
wxxsfxyzm/InstallerX-Revived,708,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/708,closed
wxxsfxyzm/InstallerX-Revived,303,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/303,closed
wxxsfxyzm/InstallerX-Revived,627,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/627,closed
wxxsfxyzm/InstallerX-Revived,682,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/682,closed
wxxsfxyzm/InstallerX-Revived,689,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/689,closed
wxxsfxyzm/InstallerX-Revived,679,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/679,closed
wxxsfxyzm/InstallerX-Revived,252,scroll,simple,scroll|long_press,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/252,closed
wxxsfxyzm/InstallerX-Revived,653,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/653,closed
wxxsfxyzm/InstallerX-Revived,659,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/659,closed
wxxsfxyzm/InstallerX-Revived,664,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/664,closed
wxxsfxyzm/InstallerX-Revived,640,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/640,closed
wxxsfxyzm/InstallerX-Revived,660,none,none,,https://github.com/wxxsfxyzm/InstallerX-Revived/issues/660,closed
ximeiorg/Xime,284,none,none,,https://github.com/ximeiorg/Xime/issues/284,closed
ximeiorg/Xime,289,none,none,,https://github.com/ximeiorg/Xime/issues/289,open
ximeiorg/Xime,274,none,none,,https://github.com/ximeiorg/Xime/issues/274,closed
ximeiorg/Xime,105,none,none,,https://github.com/ximeiorg/Xime/issues/105,closed
ximeiorg/Xime,148,none,none,,https://github.com/ximeiorg/Xime/issues/148,closed
ximeiorg/Xime,224,none,none,,https://github.com/ximeiorg/Xime/issues/224,open
ximeiorg/Xime,273,none,none,,https://github.com/ximeiorg/Xime/issues/273,closed
ximeiorg/Xime,275,none,none,,https://github.com/ximeiorg/Xime/issues/275,closed
ximeiorg/Xime,276,none,none,,https://github.com/ximeiorg/Xime/issues/276,closed
ximeiorg/Xime,270,none,none,,https://github.com/ximeiorg/Xime/issues/270,closed
ximeiorg/Xime,247,none,none,,https://github.com/ximeiorg/Xime/issues/247,open
ximeiorg/Xime,258,swipe,simple,swipe,https://github.com/ximeiorg/Xime/issues/258,closed
ximeiorg/Xime,248,none,none,,https://github.com/ximeiorg/Xime/issues/248,closed
ximeiorg/Xime,241,none,none,,https://github.com/ximeiorg/Xime/issues/241,closed
ximeiorg/Xime,251,none,none,,https://github.com/ximeiorg/Xime/issues/251,closed
jellyfin/jellyfin-android,2044,none,none,,https://github.com/jellyfin/jellyfin-android/issues/2044,closed
jellyfin/jellyfin-android,1931,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1931,closed
jellyfin/jellyfin-android,2043,none,none,,https://github.com/jellyfin/jellyfin-android/issues/2043,open
jellyfin/jellyfin-android,1902,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1902,closed
jellyfin/jellyfin-android,1915,swipe,simple,swipe,https://github.com/jellyfin/jellyfin-android/issues/1915,open
jellyfin/jellyfin-android,1418,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1418,closed
jellyfin/jellyfin-android,2040,none,none,,https://github.com/jellyfin/jellyfin-android/issues/2040,closed
jellyfin/jellyfin-android,1679,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1679,open
jellyfin/jellyfin-android,1502,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1502,open
jellyfin/jellyfin-android,1911,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1911,open
jellyfin/jellyfin-android,1982,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1982,open
jellyfin/jellyfin-android,1612,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1612,open
jellyfin/jellyfin-android,1842,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1842,open
jellyfin/jellyfin-android,1923,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1923,closed
jellyfin/jellyfin-android,1910,none,none,,https://github.com/jellyfin/jellyfin-android/issues/1910,open
FoedusProgramme/Gramophone,962,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/962,open
FoedusProgramme/Gramophone,959,scroll,simple,scroll,https://github.com/FoedusProgramme/Gramophone/issues/959,open
FoedusProgramme/Gramophone,961,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/961,open
FoedusProgramme/Gramophone,957,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/957,open
FoedusProgramme/Gramophone,956,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/956,open
FoedusProgramme/Gramophone,926,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/926,closed
FoedusProgramme/Gramophone,947,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/947,closed
FoedusProgramme/Gramophone,948,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/948,closed
FoedusProgramme/Gramophone,757,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/757,open
FoedusProgramme/Gramophone,920,scroll,simple,scroll,https://github.com/FoedusProgramme/Gramophone/issues/920,closed
FoedusProgramme/Gramophone,941,orientation,simple,orientation,https://github.com/FoedusProgramme/Gramophone/issues/941,closed
FoedusProgramme/Gramophone,921,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/921,closed
FoedusProgramme/Gramophone,899,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/899,open
FoedusProgramme/Gramophone,868,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/868,closed
FoedusProgramme/Gramophone,464,none,none,,https://github.com/FoedusProgramme/Gramophone/issues/464,closed
patrykandpatrick/vico,1517,scroll,simple,scroll,https://github.com/patrykandpatrick/vico/issues/1517,closed
patrykandpatrick/vico,1500,none,none,,https://github.com/patrykandpatrick/vico/issues/1500,closed
patrykandpatrick/vico,1025,scroll,simple,scroll,https://github.com/patrykandpatrick/vico/issues/1025,closed
patrykandpatrick/vico,1491,none,none,,https://github.com/patrykandpatrick/vico/issues/1491,closed
patrykandpatrick/vico,1436,none,none,,https://github.com/patrykandpatrick/vico/issues/1436,closed
